Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Jacob Ramsey,eng ENG,MF,24-099,2,1,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.42,0.46,0.04,0.46,Matches,Newcastle United,/en/players/1544f145/Jacob-Ramsey
Lewis Miley,eng ENG,MF,19-126,3,0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Newcastle United,/en/players/2c6835e5/Lewis-Miley
Lewis Hall,eng ENG,DF,20-361,2,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Newcastle United,/en/players/da011f18/Lewis-Hall
Malick Thiaw,de GER,DF,24-027,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle United,/en/players/ff5ea0bf/Malick-Thiaw
Emil Krafth,se SWE,DF,31-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,/en/players/77cf6852/Emil-Krafth
Jamaal Lascelles,eng ENG,DF,31-297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,/en/players/450ab6fc/Jamaal-Lascelles
Aaron Ramsdale,eng ENG,GK,27-113,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,/en/players/466fb2c5/Aaron-Ramsdale
Park Seungsoo,kr KOR,MF,18-171,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,/en/players/b6aabcf8/Park-Seungsoo
Joe Willock,eng ENG,MF,26-015,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Newcastle United,/en/players/a3b03921/Joe-Willock
Squad Total,,,28.2,3,33,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,1.0,2.9,2.9,2.3,5.2,59.0,128.0,125.0,0.67,0.33,1.0,0.67,1.0,0.96,0.77,1.73,0.96,1.73,,Newcastle United,
Opponent Total,,,27.3,3,33,270.0,3.0,3.0,3.0,6.0,3.0,0.0,0.0,5.0,1.0,1.6,1.6,1.5,3.1,39.0,102.0,101.0,1.0,1.0,2.0,1.0,2.0,0.52,0.51,1.04,0.52,1.04,,Newcastle United,
Trai Hume,nir NIR,DF,23-170,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.06,0.02,0.06,Matches,Sunderland,/en/players/4fa3a3a4/Trai-Hume
Reinildo Mandava,mz MOZ,DF,31-226,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Sunderland,/en/players/c20bdcd7/Reinildo-Mandava
Robin Roefs,nl NED,GK,22-230,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland,/en/players/349fa918/Robin-Roefs
Noah Sadiki,cd COD,MF,20-261,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,6.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Sunderland,/en/players/645481cc/Noah-Sadiki
Granit Xhaka,ch SUI,MF,32-342,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,20.0,3.0,0.0,0.33,0.33,0.0,0.33,0.02,0.08,0.09,0.02,0.09,Matches,Sunderland,/en/players/e61b8aee/Granit-Xhaka
Habib Diarra,sn SEN,MF,21-244,3,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,9.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.21,0.2,0.21,Matches,Sunderland,/en/players/6d0fe035/Habib-Diarra
Chemsdine Talbi,be BEL,FW,20-118,3,3,215.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,3.0,18.0,0.0,0.42,0.42,0.0,0.42,0.13,0.04,0.17,0.13,0.17,Matches,Sunderland,/en/players/47ce793b/Chemsdine-Talbi
Eliezer Mayenda,es ESP,FW,20-119,3,3,201.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,2.0,0.0,5.0,0.45,0.0,0.45,0.45,0.45,0.18,0.11,0.29,0.18,0.29,Matches,Sunderland,/en/players/6a021e43/Eliezer-Mayenda
Omar Alderete,py PAR,DF,28-252,3,2,218.0,2.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,13.0,0.0,0.0,0.41,0.41,0.0,0.41,0.04,0.02,0.06,0.04,0.06,Matches,Sunderland,/en/players/bb08bce9/Omar-Alderete
Simon Adingra,ci CIV,FW,23-246,3,2,163.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,4.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.24,0.08,0.24,Matches,Sunderland,/en/players/4dcec659/Simon-Adingra
Daniel Ballard,nir NIR,DF,25-347,2,2,98.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,0.0,1.0,0.0,0.92,0.0,0.92,0.92,0.92,0.17,0.28,0.45,0.17,0.45,Matches,Sunderland,/en/players/38f300f3/Daniel-Ballard
Jenson Seelt,nl NED,DF,22-104,2,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland,/en/players/ec75ee25/Jenson-Seelt
Enzo Le Fée,fr FRA,"FW,MF",25-213,3,1,133.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.2,0.2,2.0,3.0,14.0,0.68,0.0,0.68,0.0,0.0,0.56,0.14,0.7,0.03,0.17,Matches,Sunderland,/en/players/6f806d99/Enzo-Le-Fee
Nordi Mukiele,fr FRA,DF,27-307,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Sunderland,/en/players/ac73ec79/Nordi-Mukiele
Wilson Isidor,fr FRA,FW,25-008,3,0,69.0,0.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,2.0,4.0,2.61,0.0,2.61,2.61,2.61,0.37,0.0,0.37,0.37,0.37,Matches,Sunderland,/en/players/a671316d/Wilson-Isidor
Patrick Roberts,eng ENG,"MF,FW",28-211,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Sunderland,/en/players/59d93937/Patrick-Roberts
Marc Guiu,es ESP,FW,19-243,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Sunderland,/en/players/d3d774cc/Marc-Guiu
Chris Rigg,eng ENG,FW,18-078,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Sunderland,/en/players/35741fe2/Chris-Rigg
Harrison Jones,eng ENG,MF,20-253,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland,/en/players/2a78981b/Harrison-Jones
Arthur Masuaku,cd COD,"DF,MF",31-301,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland,/en/players/57df7a11/Arthur-Masuaku
Dan Neil,eng ENG,MF,23-265,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland,/en/players/a47ad0f5/Dan-Neil
Anthony Patterson,eng ENG,GK,25-117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Sunderland,/en/players/b2470c6f/Anthony-Patterson
Squad Total,,,24.9,3,33,270.0,3.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,3.0,2.3,1.7,3.9,46.0,111.0,111.0,1.67,1.0,2.67,1.33,2.33,1.02,0.55,1.57,0.75,1.31,,Sunderland,
Opponent Total,,,26.7,3,33,270.0,3.0,3.0,3.0,6.0,3.0,0.0,1.0,3.0,0.0,2.8,2.0,1.8,3.7,37.0,113.0,111.0,1.0,1.0,2.0,1.0,2.0,0.92,0.58,1.5,0.65,1.24,,Sunderland,
Gabriel Magalhães,br BRA,DF,27-259,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Arsenal,/en/players/67ac5bb8/Gabriel-Magalhaes
David Raya,es ESP,GK,29-354,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Arsenal,/en/players/98ea5115/David-Raya
Martín Zubimendi,es ESP,MF,26-214,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Arsenal,/en/players/3ee0dd59/Martin-Zubimendi
Declan Rice,eng ENG,MF,26-233,3,3,262.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7,5.0,10.0,1.0,0.0,0.34,0.34,0.0,0.34,0.05,0.18,0.23,0.05,0.23,Matches,Arsenal,/en/players/1c7012b8/Declan-Rice
Viktor Gyökeres,se SWE,FW,27-092,3,3,239.0,2.7,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.3,0.5,0.1,0.6,1.0,0.0,16.0,0.75,0.0,0.75,0.38,0.38,0.48,0.05,0.53,0.19,0.23,Matches,Arsenal,/en/players/4d5a9185/Viktor-Gyokeres
Riccardo Calafiori,it ITA,DF,23-108,3,3,224.0,2.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.4,1.4,0.5,1.9,6.0,8.0,12.0,0.4,0.8,1.21,0.4,1.21,0.57,0.18,0.76,0.57,0.76,Matches,Arsenal,/en/players/aded8e6f/Riccardo-Calafiori
William Saliba,fr FRA,DF,24-164,3,3,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/972aeb2a/William-Saliba
Noni Madueke,eng ENG,FW,23-178,3,2,182.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,9.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.13,0.07,0.13,Matches,Arsenal,/en/players/bf34eebd/Noni-Madueke
Jurriën Timber,nl NED,DF,24-079,3,2,173.0,1.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,4.0,11.0,5.0,1.04,0.52,1.56,1.04,1.56,0.43,0.09,0.52,0.43,0.52,Matches,Arsenal,/en/players/41034650/Jurrien-Timber
Martin Ødegaard,no NOR,MF,26-261,3,2,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,8.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,Arsenal,/en/players/79300479/Martin-Odegaard
Bukayo Saka,eng ENG,FW,23-364,2,2,142.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,5.0,2.0,15.0,0.63,0.0,0.63,0.63,0.63,0.16,0.07,0.23,0.16,0.23,Matches,Arsenal,/en/players/bc7dc64d/Bukayo-Saka
Gabriel Martinelli,br BRA,FW,24-078,2,2,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,Matches,Arsenal,/en/players/48a5a5d6/Gabriel-Martinelli
Mikel Merino,es ESP,MF,29-074,2,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/d080ed5e/Mikel-Merino
Ben White,eng ENG,DF,27-331,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.07,0.02,0.07,Matches,Arsenal,/en/players/35e413f1/Ben-White
Cristhian Mosquera,es ESP,DF,21-069,2,0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/dc1ce4f5/Cristhian-Mosquera
Ethan Nwaneri,eng ENG,MF,18-167,1,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Arsenal,/en/players/7f94982c/Ethan-Nwaneri
Myles Lewis-Skelly,eng ENG,DF,18-343,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/5dff6c28/Myles-Lewis-Skelly
Leandro Trossard,be BEL,FW,30-274,1,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,0.28,0.17,0.28,Matches,Arsenal,/en/players/38ceb24a/Leandro-Trossard
Kai Havertz,de GER,FW,26-085,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/fed7cb61/Kai-Havertz
Max Dowman,eng ENG,FW,15-247,2,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.43,0.43,0.43,Matches,Arsenal,/en/players/9008bb70/Max-Dowman
Eberechi Eze,eng ENG,FW,27-067,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Arsenal,/en/players/ae4fc6a4/Eberechi-Eze
Andre Annous,eng ENG,FW,17-251,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/2d14071d/Andre-Annous
Kepa Arrizabalaga,es ESP,GK,30-336,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/28d596a0/Kepa-Arrizabalaga
Jakub Kiwior,pl POL,"DF,MF",25-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal,/en/players/dc3e663e/Jakub-Kiwior
Squad Total,,,25.7,3,33,270.0,3.0,6.0,4.0,10.0,5.0,1.0,1.0,6.0,0.0,4.4,3.6,1.7,5.4,62.0,95.0,93.0,2.0,1.33,3.33,1.67,3.0,1.48,0.58,2.05,1.22,1.79,,Arsenal,
Opponent Total,,,26.5,3,33,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.2,2.2,1.7,3.8,56.0,85.0,85.0,0.33,0.0,0.33,0.33,0.33,0.73,0.55,1.28,0.73,1.28,,Arsenal,
Lewis Dunk,eng ENG,DF,33-287,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Brighton and Hove Albion,/en/players/282f75f3/Lewis-Dunk
Jan Paul van Hecke,nl NED,DF,25-088,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Brighton and Hove Albion,/en/players/4fd08daa/Jan-Paul-van-Hecke
Bart Verbruggen,nl NED,GK,23-017,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Brighton and Hove Albion,/en/players/cf134113/Bart-Verbruggen
Kaoru Mitoma,jp JPN,FW,28-107,3,3,262.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,1.0,1.3,9.0,7.0,20.0,0.0,0.34,0.34,0.0,0.34,0.1,0.34,0.44,0.1,0.44,Matches,Brighton and Hove Albion,/en/players/74618572/Kaoru-Mitoma
Yankuba Minteh,gm GAM,FW,21-044,3,3,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.3,14.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.13,0.35,0.48,0.13,0.48,Matches,Brighton and Hove Albion,/en/players/c3cf087d/Yankuba-Minteh
Maxim De Cuyper,be BEL,DF,24-256,3,3,246.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Brighton and Hove Albion,/en/players/d494882e/Maxim-De-Cuyper
Carlos Baleba,cm CMR,MF,21-244,3,3,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Brighton and Hove Albion,/en/players/a1390d2f/Carlos-Baleba
Yasin Ayari,se SWE,MF,21-333,3,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.1,0.07,0.1,Matches,Brighton and Hove Albion,/en/players/f173303a/Yasin-Ayari
Matt O'Riley,dk DEN,MF,24-287,2,2,177.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.2,0.4,0.2,0.6,0.0,5.0,11.0,0.51,0.0,0.51,0.0,0.0,0.61,0.1,0.72,0.21,0.32,Matches,Brighton and Hove Albion,/en/players/fb495bb8/Matt-ORiley
Mats Wieffer,nl NED,DF,25-292,2,2,174.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brighton and Hove Albion,/en/players/4876c9ab/Mats-Wieffer
Danny Welbeck,eng ENG,FW,34-282,3,2,172.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6,0.8,0.1,0.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.82,0.03,0.84,0.4,0.43,Matches,Brighton and Hove Albion,/en/players/ce5143da/Danny-Welbeck
Diego Gómez,py PAR,MF,22-161,3,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.29,0.02,0.29,Matches,Brighton and Hove Albion,/en/players/916728da/Diego-Gomez
Jack Hinshelwood,eng ENG,MF,20-146,2,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton and Hove Albion,/en/players/e98211e7/Jack-Hinshelwood
Georginio Rutter,fr FRA,FW,23-137,2,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.15,0.12,0.15,Matches,Brighton and Hove Albion,/en/players/c64c01fc/Georginio-Rutter
Joël Veltman,nl NED,DF,33-232,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton and Hove Albion,/en/players/dad4b285/Joel-Veltman
Ferdi Kadioglu,tr TUR,"DF,FW",25-332,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton and Hove Albion,/en/players/66c52a77/Ferdi-Kadioglu
Brajan Gruda,de GER,"MF,FW",21-096,3,0,44.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,3.0,0.0,5.0,2.05,0.0,2.05,2.05,2.05,2.36,0.26,2.62,2.36,2.62,Matches,Brighton and Hove Albion,/en/players/ae9b998d/Brajan-Gruda
James Milner,eng ENG,MF,39-243,2,0,34.0,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,1.0,0.0,2.65,0.0,2.65,0.0,0.0,2.09,0.0,2.09,0.0,0.0,Matches,Brighton and Hove Albion,/en/players/2f90f6b8/James-Milner
Diego Coppola,it ITA,DF,21-250,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton and Hove Albion,/en/players/22ae86f9/Diego-Coppola
Olivier Boscagli,fr FRA,DF,27-290,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton and Hove Albion,/en/players/403f5d20/Olivier-Boscagli
Jason Steele,eng ENG,GK,35-017,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton and Hove Albion,/en/players/28300a16/Jason-Steele
Squad Total,,,25.9,3,33,270.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,8.0,0.0,6.1,3.8,3.0,6.8,42.0,85.0,85.0,1.0,0.33,1.33,0.33,0.67,2.03,0.99,3.01,1.27,2.26,,Brighton and Hove Albion,
Opponent Total,,,27.5,3,33,270.0,3.0,4.0,3.0,7.0,4.0,0.0,0.0,9.0,0.0,4.1,4.1,3.4,7.5,53.0,95.0,95.0,1.33,1.0,2.33,1.33,2.33,1.38,1.13,2.51,1.38,2.51,,Brighton and Hove Albion,
Lucas Perri,br BRA,GK,27-268,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/5dbd461a/Lucas-Perri
Joe Rodon,wls WAL,DF,27-317,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/8d62d31a/Joe-Rodon
Anton Stach,de GER,MF,26-293,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.1,7.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.14,0.36,Matches,Leeds United,/en/players/0f59a7bf/Anton-Stach
Pascal Struijk,nl NED,DF,26-024,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Leeds United,/en/players/f4d296e4/Pascal-Struijk
Jayden Bogle,eng ENG,DF,25-039,3,3,262.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,9.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Leeds United,/en/players/ae5019e6/Jayden-Bogle
Gabriel Gudmundsson,se SWE,DF,26-128,3,3,259.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,7.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.17,0.06,0.17,Matches,Leeds United,/en/players/d5d22a58/Gabriel-Gudmundsson
Daniel James,wls WAL,FW,27-298,3,3,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,7.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.19,0.12,0.32,0.19,0.32,Matches,Leeds United,/en/players/c931d9f9/Daniel-James
