Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Zian Flemming,nl NED,FW,27-034,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Burnley,/en/players/b3f36e72/Zian-Flemming
Joe Worrall,eng ENG,DF,28-237,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,/en/players/a5212312/Joe-Worrall
Marcus Edwards,eng ENG,FW,26-275,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,/en/players/57760e66/Marcus-Edwards
Lucas,br BRA,DF,24-164,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,/en/players/5d68f5b2/Lucas
Aaron Ramsey,eng ENG,MF,22-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,/en/players/e1618c22/Aaron-Ramsey
Max Weiß,de GER,GK,21-081,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Burnley,/en/players/882228c2/Max-Weiss
Squad Total,,,27.3,3,33,270.0,3.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.1,3.1,2.4,5.5,22.0,78.0,78.0,1.33,1.0,2.33,1.33,2.33,1.03,0.8,1.83,1.03,1.83,,Burnley,
Opponent Total,,,25.4,3,33,270.0,3.0,5.0,4.0,9.0,4.0,1.0,1.0,2.0,0.0,6.6,5.8,4.9,10.7,67.0,128.0,127.0,1.67,1.33,3.0,1.33,2.67,2.21,1.63,3.84,1.95,3.58,,Burnley,
Cristian Romero,ar ARG,DF,27-130,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/a3d94a58/Cristian-Romero
Djed Spence,eng ENG,DF,25-026,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,10.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Tottenham Hotspur,/en/players/9bc9a519/Djed-Spence
Micky van de Ven,nl NED,DF,24-138,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Tottenham Hotspur,/en/players/8fe2a392/Micky-van-de-Ven
Guglielmo Vicario,it ITA,GK,28-332,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/77d6fd4d/Guglielmo-Vicario
Mohammed Kudus,gh GHA,FW,25-033,3,3,259.0,2.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,6.0,4.0,22.0,0.0,0.69,0.69,0.0,0.69,0.02,0.33,0.35,0.02,0.35,Matches,Tottenham Hotspur,/en/players/b62878a5/Mohammed-Kudus
Pape Matar Sarr,sn SEN,MF,22-355,3,3,255.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,2.0,7.0,10.0,0.0,0.35,0.35,0.0,0.35,0.01,0.16,0.17,0.01,0.17,Matches,Tottenham Hotspur,/en/players/feb5d972/Pape-Matar-Sarr
Pedro Porro,es ESP,DF,25-356,3,3,250.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.3,0.4,6.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.11,0.15,0.04,0.15,Matches,Tottenham Hotspur,/en/players/27d0a506/Pedro-Porro
Richarlison,br BRA,FW,28-117,3,3,237.0,2.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.3,2.0,5.0,3.0,0.76,0.38,1.14,0.76,1.14,0.32,0.16,0.48,0.32,0.48,Matches,Tottenham Hotspur,/en/players/fa031b34/Richarlison
Brennan Johnson,wls WAL,FW,24-104,3,3,209.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.9,0.9,0.2,1.1,6.0,5.0,15.0,0.86,0.0,0.86,0.86,0.86,0.39,0.07,0.46,0.39,0.46,Matches,Tottenham Hotspur,/en/players/0cd31129/Brennan-Johnson
Rodrigo Bentancur,uy URU,MF,28-071,3,2,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,/en/players/3b8674e6/Rodrigo-Bentancur
João Palhinha,pt POR,MF,30-057,3,2,153.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.59,0.0,0.59,0.59,0.59,0.08,0.0,0.08,0.08,0.08,Matches,Tottenham Hotspur,/en/players/a78ff07f/Joao-Palhinha
Lucas Bergvall,se SWE,MF,19-214,3,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.25,0.13,0.25,Matches,Tottenham Hotspur,/en/players/a109e5c8/Lucas-Bergvall
Archie Gray,eng ENG,MF,19-176,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/f58515f5/Archie-Gray
Wilson Odobert,fr FRA,"FW,MF",20-280,3,0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.44,0.19,0.63,0.44,0.63,Matches,Tottenham Hotspur,/en/players/35516eac/Wilson-Odobert
Dominic Solanke,eng ENG,FW,27-355,2,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.57,0.57,0.57,Matches,Tottenham Hotspur,/en/players/e77dc3b2/Dominic-Solanke
Mathys Tel,fr FRA,FW,20-130,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Tottenham Hotspur,/en/players/829aa60c/Mathys-Tel
Destiny Udogie,it ITA,DF,22-280,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Tottenham Hotspur,/en/players/7cd520e8/Destiny-Udogie
Kevin Danso,at AUT,DF,26-350,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/6e33125f/Kevin-Danso
Ben Davies,wls WAL,"DF,MF",32-133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/44781702/Ben-Davies
Antonín Kinský,cz CZE,GK,22-175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/b38ac6a4/Antonin-Kinsky
Manor Solomon,il ISR,"FW,MF",26-042,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/886f9aac/Manor-Solomon
Luka Vušković,hr CRO,DF,18-192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/fd6bdbce/Luka-Vuskovic
Squad Total,,,25.7,3,33,270.0,3.0,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,3.6,3.6,2.6,6.2,48.0,94.0,92.0,1.67,1.33,3.0,1.67,3.0,1.19,0.88,2.06,1.19,2.06,,Tottenham Hotspur,
Opponent Total,,,26.4,3,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,4.0,4.0,3.4,7.4,39.0,95.0,95.0,0.33,0.33,0.67,0.33,0.67,1.32,1.14,2.46,1.32,2.46,,Tottenham Hotspur,
Tijjani Reijnders,nl NED,MF,27-037,3,3,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.5,8.0,15.0,17.0,0.33,0.33,0.67,0.33,0.67,0.09,0.09,0.18,0.09,0.18,Matches,Manchester City,/en/players/afb61630/Tijjani-Reijnders
James Trafford,eng ENG,GK,22-329,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/259fea27/James-Trafford
John Stones,eng ENG,DF,31-099,3,3,261.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/5eecec3d/John-Stones
Oscar Bobb,no NOR,"FW,MF",22-054,3,3,254.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,9.0,10.0,33.0,0.0,0.35,0.35,0.0,0.35,0.11,0.08,0.19,0.11,0.19,Matches,Manchester City,/en/players/eed2427e/Oscar-Bobb
Erling Haaland,no NOR,FW,25-045,3,3,252.0,2.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.9,3.9,0.6,4.5,2.0,2.0,7.0,1.07,0.0,1.07,1.07,1.07,1.38,0.22,1.59,1.38,1.59,Matches,Manchester City,/en/players/1f44ac21/Erling-Haaland
Rayan Aït-Nouri,dz ALG,DF,24-090,3,3,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,6.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches,Manchester City,/en/players/9b398aea/Rayan-Ait-Nouri
Rúben Dias,pt POR,DF,28-113,3,2,186.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/31c69ef1/Ruben-Dias
Bernardo Silva,pt POR,MF,31-025,3,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,0.54,Matches,Manchester City,/en/players/3eb22ec9/Bernardo-Silva
Nicolás González,es ESP,MF,23-244,2,2,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Manchester City,/en/players/2c56a792/Nicolas-Gonzalez
Rico Lewis,eng ENG,DF,20-287,3,2,161.0,1.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,16.0,9.0,0.0,0.56,0.56,0.0,0.56,0.01,0.56,0.58,0.01,0.58,Matches,Manchester City,/en/players/b57e066e/Rico-Lewis
Omar Marmoush,eg EGY,"FW,MF",26-209,3,2,149.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,1.8,7.0,5.0,14.0,0.0,0.6,0.6,0.0,0.6,0.5,0.58,1.08,0.5,1.08,Matches,Manchester City,/en/players/0e0102eb/Omar-Marmoush
Jeremy Doku,be BEL,"FW,MF",23-100,3,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,11.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,Manchester City,/en/players/fffea3e5/Jeremy-Doku
Matheus Nunes,pt POR,DF,27-008,2,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/e6af02e0/Matheus-Nunes
Rodri,es ESP,MF,29-074,2,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Manchester City,/en/players/6434f10d/Rodri
Abdukodir Khusanov,uz UZB,DF,21-187,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/d17ce930/Abdukodir-Khusanov
Rayan Cherki,fr FRA,"MF,FW",22-018,2,1,71.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.5,3.0,6.0,3.0,1.27,0.0,1.27,1.27,1.27,0.07,0.6,0.67,0.07,0.67,Matches,Manchester City,/en/players/b34c63a5/Rayan-Cherki
Nathan Aké,nl NED,DF,30-198,1,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Manchester City,/en/players/eaeca114/Nathan-Ake
Nico O’Reilly,eng ENG,MF,20-167,2,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Manchester City,/en/players/91ca4a16/Nico-OReilly
Phil Foden,eng ENG,MF,25-099,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.02,0.26,1.29,1.02,1.29,Matches,Manchester City,/en/players/ed1e53f3/Phil-Foden
Manuel Akanji,ch SUI,"DF,MF",30-047,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,/en/players/89ac64a6/Manuel-Akanji
Ederson,br BRA,GK,32-018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,/en/players/3bb7b8b4/Ederson
İlkay Gündoğan,de GER,MF,34-315,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,/en/players/819b3158/Ilkay-Gundogan
Stefan Ortega,de GER,GK,32-302,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City,/en/players/c1242d4e/Stefan-Ortega
Squad Total,,,25.6,3,33,270.0,3.0,5.0,4.0,9.0,5.0,0.0,0.0,5.0,0.0,5.8,5.8,5.1,10.8,72.0,137.0,137.0,1.67,1.33,3.0,1.67,3.0,1.92,1.69,3.61,1.92,3.61,,Manchester City,
Opponent Total,,,26.7,3,33,270.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,7.0,0.0,3.9,3.1,2.3,5.4,43.0,62.0,62.0,1.33,0.67,2.0,1.0,1.67,1.3,0.76,2.06,1.05,1.81,,Manchester City,
Kiernan Dewsbury-Hall,eng ENG,MF,26-363,3,3,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,1.4,1.5,5.0,16.0,8.0,0.33,0.33,0.67,0.33,0.67,0.02,0.47,0.48,0.02,0.48,Matches,Everton,/en/players/5c74c0f5/Kiernan-Dewsbury-Hall
James Garner,eng ENG,"DF,MF",24-175,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,1.0,11.0,5.0,0.33,0.0,0.33,0.33,0.33,0.03,0.06,0.09,0.03,0.09,Matches,Everton,/en/players/4e015693/James-Garner
Michael Keane,eng ENG,DF,32-236,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,/en/players/c5b7c315/Michael-Keane
Jake O'Brien,ie IRL,DF,24-112,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,1.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Everton,/en/players/25f2ef01/Jake-OBrien
Jordan Pickford,eng ENG,GK,31-181,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,/en/players/4806ec67/Jordan-Pickford
James Tarkowski,eng ENG,DF,32-289,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Everton,/en/players/15ea812b/James-Tarkowski
Idrissa Gana Gueye,sn SEN,MF,35-343,3,3,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,Matches,Everton,/en/players/72c812f3/Idrissa-Gana-Gueye
Iliman Ndiaye,sn SEN,FW,25-182,3,3,242.0,2.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.2,1.5,4.0,3.0,16.0,0.74,0.0,0.74,0.74,0.74,0.48,0.07,0.54,0.48,0.54,Matches,Everton,/en/players/5ed97752/Iliman-Ndiaye
Jack Grealish,eng ENG,FW,29-359,3,2,196.0,2.2,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.6,1.9,11.0,11.0,15.0,0.0,1.84,1.84,0.0,1.84,0.15,0.72,0.87,0.15,0.87,Matches,Everton,/en/players/b0b4fd3e/Jack-Grealish
Beto,gw GNB,FW,27-216,3,2,192.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,1.0,1.0,8.0,0.47,0.0,0.47,0.47,0.47,0.39,0.08,0.47,0.39,0.47,Matches,Everton,/en/players/ed5c0319/Beto
Tim Iroegbunam,eng ENG,MF,22-066,3,2,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Everton,/en/players/84c5ceea/Tim-Iroegbunam
Carlos Alcaraz,ar ARG,"FW,MF",22-278,3,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Everton,/en/players/4abac767/Carlos-Alcaraz
Vitaliy Mykolenko,ua UKR,DF,26-098,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,/en/players/30d4a2e5/Vitaliy-Mykolenko
Thierno Barry,fr FRA,"FW,MF",22-318,3,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,Everton,/en/players/52c3244b/Thierno-Barry
Dwight McNeil,eng ENG,FW,25-286,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1,0.64,1.74,1.1,1.74,Matches,Everton,/en/players/fc15fb84/Dwight-McNeil
Harrison Armstrong,eng ENG,FW,18-228,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,/en/players/de59e609/Harrison-Armstrong
Séamus Coleman,ie IRL,FW,36-328,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Everton,/en/players/0420d84f/Seamus-Coleman
Elijah Campbell,eng ENG,DF,21-033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/48ba3f58/Elijah-Campbell
Youssef Chermiti,pt POR,FW,21-103,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/890f108d/Youssef-Chermiti
Tyler Dibling,eng ENG,MF,19-176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/bdcc89ae/Tyler-Dibling
Tyler Onyango,eng ENG,MF,22-184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/d86a1f3e/Tyler-Onyango
Mark Travers,ie IRL,GK,26-109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/fe558029/Mark-Travers
Harry Tyrer,eng ENG,GK,23-272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Everton,/en/players/af49fb14/Harry-Tyrer
Squad Total,,,28.3,3,33,270.0,3.0,5.0,5.0,10.0,5.0,0.0,0.0,7.0,0.0,4.3,4.3,3.7,8.0,31.0,84.0,84.0,1.67,1.67,3.33,1.67,3.33,1.42,1.25,2.67,1.42,2.67,,Everton,
Opponent Total,,,26.4,3,33,270.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,0.0,5.5,4.1,3.0,7.1,41.0,112.0,111.0,1.0,0.67,1.67,0.67,1.33,1.83,1.01,2.85,1.36,2.37,,Everton,
Marc Guéhi,eng ENG,DF,25-053,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,9.0,1.0,0.33,0.0,0.33,0.33,0.33,0.05,0.0,0.06,0.05,0.06,Matches,Crystal Palace,/en/players/d0706b27/Marc-Guehi
Dean Henderson,eng ENG,GK,28-176,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,/en/players/e5a76dfe/Dean-Henderson
Maxence Lacroix,fr FRA,DF,25-151,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,0.0,3.0,1.0,0.0,0.33,0.33,0.0,0.33,0.03,0.17,0.21,0.03,0.21,Matches,Crystal Palace,/en/players/277c49ed/Maxence-Lacroix
Tyrick Mitchell,eng ENG,"DF,MF",26-003,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,11.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Crystal Palace,/en/players/5cbd1eb0/Tyrick-Mitchell
Daniel Muñoz,co COL,"DF,MF",29-101,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5,1.5,4.0,6.0,14.0,0.0,0.33,0.33,0.0,0.33,0.02,0.49,0.5,0.02,0.5,Matches,Crystal Palace,/en/players/778ef829/Daniel-Munoz
Chris Richards,us USA,DF,25-160,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Crystal Palace,/en/players/0a3d6d2b/Chris-Richards
Ismaila Sarr,sn SEN,"MF,FW",27-191,3,3,270.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0,8.0,12.0,0.67,0.0,0.67,0.67,0.67,0.66,0.02,0.68,0.66,0.68,Matches,Crystal Palace,/en/players/bfdb33aa/Ismaila-Sarr
Jean-Philippe Mateta,fr FRA,FW,28-068,3,3,261.0,2.9,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.2,0.5,0.0,0.5,1.0,4.0,7.0,0.34,0.0,0.34,0.0,0.0,0.43,0.0,0.43,0.16,0.16,Matches,Crystal Palace,/en/players/50e6dc35/Jean-Philippe-Mateta
Will Hughes,eng ENG,MF,30-140,3,3,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15,Matches,Crystal Palace,/en/players/a0666d3e/Will-Hughes
Adam Wharton,eng ENG,MF,21-210,3,3,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,Crystal Palace,/en/players/4b542852/Adam-Wharton
Daichi Kamada,jp JPN,MF,29-030,1,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,/en/players/15b287da/Daichi-Kamada
