Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Dominic Solanke,eng ENG,FW,26.0,27,25,2201.0,24.5,9.0,3.0,12.0,8.0,1.0,1.0,0.0,0.0,10.9,10.1,2.9,13.1,31.0,47.0,88.0,0.37,0.12,0.49,0.33,0.45,0.45,0.12,0.57,0.41,0.54,Matches,Tottenham Hotspur,/en/players/e77dc3b2/Dominic-Solanke
Brennan Johnson,wls WAL,FW,23.0,33,24,2177.0,24.2,11.0,3.0,14.0,11.0,0.0,0.0,5.0,0.0,10.4,10.4,2.3,12.7,60.0,71.0,197.0,0.45,0.12,0.58,0.45,0.58,0.43,0.09,0.52,0.43,0.52,Matches,Tottenham Hotspur,/en/players/0cd31129/Brennan-Johnson
Guglielmo Vicario,it ITA,GK,27.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/77d6fd4d/Guglielmo-Vicario
Son Heung-min,kr KOR,FW,32.0,30,24,2110.0,23.4,7.0,9.0,16.0,6.0,1.0,2.0,1.0,0.0,7.2,5.6,8.2,13.8,96.0,111.0,265.0,0.3,0.38,0.68,0.26,0.64,0.31,0.35,0.66,0.24,0.59,Matches,Tottenham Hotspur,/en/players/92e7e919/Son-Heung-min
Destiny Udogie,it ITA,DF,21.0,25,24,1924.0,21.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.5,1.8,54.0,121.0,94.0,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,Matches,Tottenham Hotspur,/en/players/7cd520e8/Destiny-Udogie
Pape Matar Sarr,sn SEN,MF,21.0,36,22,1913.0,21.3,3.0,2.0,5.0,3.0,0.0,0.0,6.0,0.0,3.7,3.7,1.6,5.3,33.0,88.0,53.0,0.14,0.09,0.24,0.14,0.24,0.17,0.08,0.25,0.17,0.25,Matches,Tottenham Hotspur,/en/players/feb5d972/Pape-Matar-Sarr
James Maddison,eng ENG,MF,27.0,31,21,1809.0,20.1,9.0,7.0,16.0,9.0,0.0,0.0,6.0,0.0,5.8,5.8,4.2,10.0,45.0,164.0,95.0,0.45,0.35,0.8,0.45,0.8,0.29,0.21,0.5,0.29,0.5,Matches,Tottenham Hotspur,/en/players/ee38d9c5/James-Maddison
Rodrigo Bentancur,uy URU,MF,27.0,26,21,1645.0,18.3,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.3,1.3,0.4,1.7,28.0,100.0,34.0,0.11,0.0,0.11,0.11,0.11,0.07,0.02,0.1,0.07,0.1,Matches,Tottenham Hotspur,/en/players/3b8674e6/Rodrigo-Bentancur
Djed Spence,eng ENG,DF,23.0,25,19,1792.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,1.8,2.3,59.0,105.0,70.0,0.05,0.1,0.15,0.05,0.15,0.03,0.09,0.12,0.03,0.12,Matches,Tottenham Hotspur,/en/players/9bc9a519/Djed-Spence
Archie Gray,eng ENG,"DF,MF",18.0,28,19,1751.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,8.0,40.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,/en/players/f58515f5/Archie-Gray
Cristian Romero,ar ARG,DF,26.0,18,18,1416.0,15.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.6,2.2,12.0,71.0,3.0,0.06,0.0,0.06,0.06,0.06,0.1,0.04,0.14,0.1,0.14,Matches,Tottenham Hotspur,/en/players/a3d94a58/Cristian-Romero
Yves Bissouma,ml MLI,MF,27.0,28,16,1408.0,15.6,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.6,0.6,0.3,0.9,15.0,75.0,3.0,0.13,0.0,0.13,0.13,0.13,0.04,0.02,0.06,0.04,0.06,Matches,Tottenham Hotspur,/en/players/6c203af0/Yves-Bissouma
Ben Davies,wls WAL,DF,31.0,17,14,1331.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.2,0.5,14.0,52.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Tottenham Hotspur,/en/players/44781702/Ben-Davies
Radu Drăgușin,ro ROU,DF,22.0,16,14,1252.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Tottenham Hotspur,/en/players/620922ed/Radu-Dragusin
Micky van de Ven,nl NED,DF,23.0,13,12,1015.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.6,0.6,1.2,1.7,8.0,51.0,1.0,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,Matches,Tottenham Hotspur,/en/players/8fe2a392/Micky-van-de-Ven
Lucas Bergvall,se SWE,MF,18.0,27,11,1212.0,13.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.6,1.3,33.0,49.0,31.0,0.0,0.07,0.07,0.0,0.07,0.05,0.04,0.09,0.05,0.09,Matches,Tottenham Hotspur,/en/players/a109e5c8/Lucas-Bergvall
Mathys Tel,fr FRA,FW,19.0,13,11,911.0,10.1,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,2.2,2.5,4.7,28.0,21.0,72.0,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.54,0.22,0.46,Matches,Tottenham Hotspur,/en/players/829aa60c/Mathys-Tel
Wilson Odobert,fr FRA,"FW,MF",19.0,16,9,850.0,9.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,1.6,1.0,2.6,45.0,27.0,66.0,0.11,0.0,0.11,0.11,0.11,0.17,0.1,0.28,0.17,0.28,Matches,Tottenham Hotspur,/en/players/35516eac/Wilson-Odobert
Kevin Danso,at AUT,DF,25.0,10,9,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,11.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Tottenham Hotspur,/en/players/6e33125f/Kevin-Danso
Fraser Forster,eng ENG,GK,36.0,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/c3e39f12/Fraser-Forster
Antonín Kinský,cz CZE,GK,21.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Tottenham Hotspur,/en/players/b38ac6a4/Antonin-Kinsky
Timo Werner,de GER,"FW,MF",28.0,18,4,516.0,5.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,30.0,89.0,0.0,0.52,0.52,0.0,0.52,0.17,0.44,0.61,0.17,0.61,Matches,Tottenham Hotspur,/en/players/49fe9070/Timo-Werner
Richarlison,br BRA,FW,27.0,15,4,504.0,5.6,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,3.7,3.7,0.9,4.6,8.0,11.0,22.0,0.71,0.18,0.89,0.71,0.89,0.66,0.16,0.82,0.66,0.82,Matches,Tottenham Hotspur,/en/players/fa031b34/Richarlison
Mikey Moore,eng ENG,FW,16.0,10,3,366.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,12.0,9.0,40.0,0.0,0.25,0.25,0.0,0.25,0.05,0.08,0.13,0.05,0.13,Matches,Tottenham Hotspur,/en/players/00953a9d/Mikey-Moore
Sergio Reguilón,es ESP,DF,27.0,4,1,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,5.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Tottenham Hotspur,/en/players/3353737a/Sergio-Reguilon
Brandon Austin,eng ENG,GK,25.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/5e253986/Brandon-Austin
Dane Scarlett,eng ENG,"FW,MF",20.0,3,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,2.65,2.65,0.0,2.65,0.09,0.12,0.22,0.09,0.22,Matches,Tottenham Hotspur,/en/players/21945a9e/Dane-Scarlett
Alfie Dorrington,eng ENG,DF,19.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/ac1ef440/Alfie-Dorrington
Will Lankshear,eng ENG,"FW,MF",19.0,3,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham Hotspur,/en/players/92df535b/Will-Lankshear
Oyindamola Ajayi,eng ENG,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/d3a6f5a3/Oyindamola-Ajayi
Dante Cassanova,jm JAM,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/0b8373bb/Dante-Cassanova
Alfie Devine,eng ENG,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/ba08056d/Alfie-Devine
Malachi Hardy,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/3478fa17/Malachi-Hardy
Maeson King,eng ENG,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/b00671f2/Maeson-King
Yang Minhyeok,kr KOR,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/fe3db176/Yang-Minhyeok
Callum Olusesi,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/d6455444/Callum-Olusesi
Alfie Whiteman,eng ENG,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/3f2587ee/Alfie-Whiteman
Luca Williams Barnett,eng ENG,FW,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Tottenham Hotspur,/en/players/d2fe0b0b/Luca-Williams-Barnett
Squad Total,,,25.0,38,418,3420.0,38.0,61.0,47.0,108.0,58.0,3.0,4.0,72.0,1.0,58.8,55.6,44.4,100.0,841.0,1593.0,1582.0,1.61,1.24,2.84,1.53,2.76,1.55,1.17,2.71,1.46,2.63,,Tottenham Hotspur,
Opponent Total,,,26.2,38,418,3420.0,38.0,61.0,43.0,104.0,58.0,3.0,3.0,85.0,3.0,63.3,61.0,46.3,107.2,658.0,1331.0,1317.0,1.61,1.13,2.74,1.53,2.66,1.67,1.22,2.88,1.6,2.82,,Tottenham Hotspur,
Max Kilman,eng ENG,DF,27.0,38,38,3348.0,37.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.6,1.6,1.2,2.8,31.0,113.0,6.0,0.0,0.03,0.03,0.0,0.03,0.04,0.03,0.08,0.04,0.08,Matches,West Ham United,/en/players/d0f72bf1/Max-Kilman
Aaron Wan-Bissaka,eng ENG,DF,26.0,36,35,3154.0,35.0,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.5,4.7,110.0,149.0,167.0,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,Matches,West Ham United,/en/players/9e525177/Aaron-Wan-Bissaka
Jarrod Bowen,eng ENG,"FW,MF",27.0,34,34,2973.0,33.0,13.0,8.0,21.0,12.0,1.0,1.0,1.0,0.0,8.6,7.8,6.8,14.7,109.0,91.0,212.0,0.39,0.24,0.64,0.36,0.61,0.26,0.21,0.47,0.24,0.44,Matches,West Ham United,/en/players/79c84d1c/Jarrod-Bowen
Mohammed Kudus,gh GHA,"FW,MF",23.0,32,31,2590.0,28.8,5.0,3.0,8.0,5.0,0.0,0.0,2.0,1.0,6.9,6.9,3.1,10.0,98.0,79.0,216.0,0.17,0.1,0.28,0.17,0.28,0.24,0.11,0.35,0.24,0.35,Matches,West Ham United,/en/players/b62878a5/Mohammed-Kudus
Tomáš Souček,cz CZE,MF,29.0,35,30,2567.0,28.5,9.0,1.0,10.0,9.0,0.0,0.0,8.0,0.0,6.7,6.7,1.0,7.8,9.0,74.0,68.0,0.32,0.04,0.35,0.32,0.35,0.24,0.04,0.27,0.24,0.27,Matches,West Ham United,/en/players/6613c819/Tomas-Soucek
Lucas Paquetá,br BRA,"MF,FW",26.0,33,27,2380.0,26.4,4.0,0.0,4.0,2.0,2.0,2.0,10.0,0.0,5.3,3.7,3.1,6.8,26.0,155.0,85.0,0.15,0.0,0.15,0.08,0.08,0.2,0.12,0.32,0.14,0.26,Matches,West Ham United,/en/players/9b6f7fd5/Lucas-Paqueta
Emerson Palmieri,it ITA,DF,29.0,31,26,2113.0,23.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.5,3.4,47.0,66.0,83.0,0.09,0.04,0.13,0.09,0.13,0.08,0.06,0.15,0.08,0.15,Matches,West Ham United,/en/players/e0bc6fdc/Emerson-Palmieri
Alphonse Areola,fr FRA,GK,31.0,26,25,2260.0,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/2f965a72/Alphonse-Areola
Konstantinos Mavropanos,gr GRE,DF,26.0,33,21,2045.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.5,1.5,0.5,2.0,17.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,West Ham United,/en/players/00963611/Konstantinos-Mavropanos
Jean-Clair Todibo,fr FRA,DF,24.0,27,20,1825.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.4,9.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,West Ham United,/en/players/88f130ed/Jean-Clair-Todibo
Edson Álvarez,mx MEX,MF,26.0,28,20,1772.0,19.7,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.4,0.4,0.8,1.2,24.0,85.0,18.0,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,Matches,West Ham United,/en/players/8b3ab7ad/Edson-Alvarez
Guido Rodríguez,ar ARG,MF,30.0,23,16,1149.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.2,0.4,4.0,33.0,7.0,0.0,0.08,0.08,0.0,0.08,0.02,0.01,0.03,0.02,0.03,Matches,West Ham United,/en/players/34e393f2/Guido-Rodriguez
Carlos Soler,es ESP,"MF,FW",27.0,31,14,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.8,1.8,1.4,3.2,17.0,56.0,37.0,0.06,0.06,0.13,0.06,0.13,0.12,0.09,0.21,0.12,0.21,Matches,West Ham United,/en/players/fed17f5a/Carlos-Soler
Łukasz Fabiański,pl POL,GK,39.0,14,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/9328b835/Lukasz-Fabianski
James Ward-Prowse,eng ENG,MF,29.0,15,12,1039.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.9,3.6,11.0,54.0,9.0,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,Matches,West Ham United,/en/players/3515d404/James-Ward-Prowse
Vladimír Coufal,cz CZE,DF,31.0,22,11,1067.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.7,1.0,26.0,39.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,Matches,West Ham United,/en/players/fdf3cb77/Vladimir-Coufal
Michail Antonio,jm JAM,FW,34.0,14,11,836.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.6,3.8,29.0,18.0,59.0,0.11,0.11,0.22,0.11,0.22,0.24,0.17,0.41,0.24,0.41,Matches,West Ham United,/en/players/ac05f970/Michail-Antonio
Aaron Cresswell,eng ENG,DF,34.0,18,10,824.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.3,1.6,6.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.17,0.03,0.17,Matches,West Ham United,/en/players/4f974391/Aaron-Cresswell
Crysencio Summerville,nl NED,"FW,MF",22.0,19,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.6,1.6,1.7,3.3,29.0,18.0,71.0,0.11,0.11,0.23,0.11,0.23,0.19,0.19,0.38,0.19,0.38,Matches,West Ham United,/en/players/df04eb4b/Crysencio-Summerville
Oliver Scarles,eng ENG,"DF,FW",18.0,15,7,665.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,12.0,22.0,44.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,West Ham United,/en/players/242e5e6d/Oliver-Scarles
Niclas Füllkrug,de GER,FW,31.0,18,6,790.0,8.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,2.2,2.2,1.9,4.1,7.0,14.0,31.0,0.34,0.23,0.57,0.34,0.57,0.25,0.22,0.46,0.25,0.46,Matches,West Ham United,/en/players/4f16405e/Niclas-Fullkrug
Danny Ings,eng ENG,"FW,MF",32.0,15,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.3,2.3,1.3,3.5,6.0,5.0,29.0,0.32,0.63,0.95,0.32,0.95,0.72,0.41,1.12,0.72,1.12,Matches,West Ham United,/en/players/07802f7f/Danny-Ings
Andy Irving,sct SCO,MF,24.0,10,1,166.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.4,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19,Matches,West Ham United,/en/players/b1be9fc0/Andy-Irving
Evan Ferguson,ie IRL,FW,19.0,8,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.5,0.32,0.5,Matches,West Ham United,/en/players/4596da74/Evan-Ferguson
Luis Guilherme,br BRA,"MF,FW",18.0,12,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.3,0.25,0.3,Matches,West Ham United,/en/players/b7672d43/Luis-Guilherme
Lewis Orford,eng ENG,MF,18.0,2,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,West Ham United,/en/players/40aaa04c/Lewis-Orford
Kaelan Casey,eng ENG,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/cd4b2c5f/Kaelan-Casey
Wes Foderingham,eng ENG,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/96cf7b61/Wes-Foderingham
Ezra Mayers,bb BRB,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/9a85a651/Ezra-Mayers
Squad Total,,,28.1,38,418,3420.0,38.0,43.0,29.0,72.0,40.0,3.0,3.0,82.0,3.0,47.0,44.7,33.9,78.6,632.0,1222.0,1214.0,1.13,0.76,1.89,1.05,1.82,1.24,0.89,2.13,1.18,2.07,,West Ham United,
Opponent Total,,,26.1,38,418,3420.0,38.0,59.0,45.0,104.0,56.0,3.0,3.0,56.0,1.0,59.7,57.4,47.6,105.0,832.0,1622.0,1610.0,1.55,1.18,2.74,1.47,2.66,1.57,1.25,2.82,1.51,2.76,,West Ham United,
Joško Gvardiol,hr CRO,DF,22.0,37,36,3277.0,36.4,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.6,4.3,2.1,6.3,91.0,264.0,121.0,0.14,0.0,0.14,0.14,0.14,0.13,0.06,0.18,0.12,0.17,Matches,Manchester City,/en/players/5ad50391/Josko-Gvardiol
Erling Haaland,no NOR,FW,24.0,31,31,2736.0,30.4,22.0,3.0,25.0,19.0,3.0,4.0,2.0,0.0,22.0,18.8,3.0,21.8,24.0,20.0,124.0,0.72,0.1,0.82,0.62,0.72,0.72,0.1,0.82,0.62,0.72,Matches,Manchester City,/en/players/1f44ac21/Erling-Haaland
Bernardo Silva,pt POR,"MF,FW",29.0,33,29,2670.0,29.7,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,3.9,3.9,5.1,9.0,101.0,134.0,200.0,0.13,0.13,0.27,0.13,0.27,0.13,0.17,0.3,0.13,0.3,Matches,Manchester City,/en/players/3eb22ec9/Bernardo-Silva
Ederson,br BRA,GK,30.0,26,26,2320.0,25.8,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,1.5,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.06,0.06,0.0,0.06,Matches,Manchester City,/en/players/3bb7b8b4/Ederson
Rúben Dias,pt POR,DF,27.0,27,25,2271.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.5,1.5,0.3,1.8,43.0,160.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,Manchester City,/en/players/31c69ef1/Ruben-Dias
İlkay Gündoğan,de GER,MF,33.0,33,25,2223.0,24.7,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,3.2,3.2,3.5,6.7,64.0,127.0,96.0,0.04,0.24,0.28,0.04,0.28,0.13,0.14,0.27,0.13,0.27,Matches,Manchester City,/en/players/819b3158/Ilkay-Gundogan
Mateo Kovačić,hr CRO,MF,30.0,31,25,2198.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,5.0,1.0,1.9,1.9,3.6,5.5,56.0,164.0,16.0,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,Matches,Manchester City,/en/players/79c0821a/Mateo-Kovacic
Manuel Akanji,ch SUI,DF,29.0,26,23,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,0.4,1.9,46.0,158.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Manchester City,/en/players/89ac64a6/Manuel-Akanji
Rico Lewis,eng ENG,"DF,MF",19.0,28,21,1893.0,21.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,0.3,1.7,39.0,107.0,78.0,0.05,0.1,0.14,0.05,0.14,0.07,0.02,0.08,0.07,0.08,Matches,Manchester City,/en/players/b57e066e/Rico-Lewis
Sávio,br BRA,"FW,MF",20.0,29,21,1766.0,19.6,1.0,8.0,9.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,6.9,11.9,137.0,67.0,246.0,0.05,0.41,0.46,0.05,0.46,0.26,0.35,0.61,0.26,0.61,Matches,Manchester City,/en/players/fe6e7156/Savio
Phil Foden,eng ENG,"MF,FW",24.0,28,20,1777.0,19.7,7.0,2.0,9.0,7.0,0.0,0.0,2.0,0.0,5.2,5.2,4.8,9.9,50.0,103.0,128.0,0.35,0.1,0.46,0.35,0.46,0.26,0.24,0.5,0.26,0.5,Matches,Manchester City,/en/players/ed1e53f3/Phil-Foden
Kevin De Bruyne,be BEL,"MF,FW",33.0,28,19,1702.0,18.9,4.0,7.0,11.0,4.0,0.0,0.0,2.0,0.0,5.1,5.1,8.0,13.1,51.0,157.0,150.0,0.21,0.37,0.58,0.21,0.58,0.27,0.42,0.69,0.27,0.69,Matches,Manchester City,/en/players/e46012d4/Kevin-De-Bruyne
Matheus Nunes,pt POR,"DF,MF",25.0,26,19,1674.0,18.6,1.0,6.0,7.0,1.0,0.0,0.0,4.0,0.0,1.2,1.2,4.4,5.6,63.0,79.0,175.0,0.05,0.32,0.38,0.05,0.38,0.07,0.23,0.3,0.07,0.3,Matches,Manchester City,/en/players/e6af02e0/Matheus-Nunes
Jeremy Doku,be BEL,"FW,MF",22.0,29,16,1516.0,16.8,3.0,6.0,9.0,3.0,0.0,0.0,1.0,0.0,1.3,1.3,4.8,6.1,213.0,69.0,286.0,0.18,0.36,0.53,0.18,0.53,0.08,0.29,0.36,0.08,0.36,Matches,Manchester City,/en/players/fffea3e5/Jeremy-Doku
Omar Marmoush,eg EGY,"FW,MF",25.0,16,14,1175.0,13.1,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5.5,5.5,2.8,8.3,29.0,37.0,78.0,0.54,0.0,0.54,0.54,0.54,0.42,0.21,0.64,0.42,0.64,Matches,Manchester City,/en/players/0e0102eb/Omar-Marmoush
Stefan Ortega,de GER,GK,31.0,13,12,1100.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester City,/en/players/c1242d4e/Stefan-Ortega
