Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Dango Ouattara,bf BFA,FW,22.0,32,21,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,8.4,8.4,5.5,13.8,79.0,43.0,191.0,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,Matches,Bournemouth,/en/players/2f9e4435/Dango-Ouattara
Tyler Adams,us USA,MF,25.0,28,21,1965.0,21.8,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,2.6,14.0,76.0,10.0,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,Matches,Bournemouth,/en/players/2b09d998/Tyler-Adams
Marcus Tavernier,eng ENG,"FW,MF",25.0,29,20,1939.0,21.5,3.0,5.0,8.0,3.0,0.0,0.0,6.0,0.0,5.5,5.5,4.0,9.5,53.0,128.0,129.0,0.14,0.23,0.37,0.14,0.37,0.25,0.19,0.44,0.25,0.44,Matches,Bournemouth,/en/players/5c0da4a4/Marcus-Tavernier
Adam Smith,eng ENG,DF,33.0,25,19,1590.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.4,1.1,15.0,49.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Bournemouth,/en/players/20b104bc/Adam-Smith
Marcos Senesi,ar ARG,DF,27.0,17,13,1106.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.2,1.1,12.0,62.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Bournemouth,/en/players/35141f4c/Marcos-Senesi
David Brooks,wls WAL,"FW,MF",27.0,29,9,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,1.9,4.4,35.0,35.0,83.0,0.19,0.0,0.19,0.19,0.19,0.24,0.18,0.41,0.24,0.41,Matches,Bournemouth,/en/players/dc4cae05/David-Brooks
Alex Scott,eng ENG,MF,20.0,20,8,755.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.6,15.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.19,0.09,0.19,Matches,Bournemouth,/en/players/104d0bb8/Alex-Scott
Julian Araujo,mx MEX,DF,22.0,12,7,497.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,4.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Bournemouth,/en/players/8f4541c2/Julian-Araujo
James Hill,eng ENG,DF,22.0,10,6,448.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,3.0,16.0,8.0,0.0,0.2,0.2,0.0,0.2,0.06,0.05,0.11,0.06,0.11,Matches,Bournemouth,/en/players/69942fb3/James-Hill
Mark Travers,ie IRL,GK,25.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/fe558029/Mark-Travers
Enes Ünal,tr TUR,"FW,MF",27.0,17,2,345.0,3.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.7,2.7,0.4,3.1,4.0,12.0,22.0,0.52,0.26,0.78,0.52,0.78,0.72,0.1,0.82,0.72,0.82,Matches,Bournemouth,/en/players/f8eca1b6/Enes-Unal
Neto,br BRA,GK,35.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/a9dc785c/Neto
Luis Sinisterra,co COL,"FW,MF",25.0,12,1,236.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.6,19.0,6.0,38.0,0.38,0.38,0.76,0.38,0.76,0.46,0.54,1.0,0.46,1.0,Matches,Bournemouth,/en/players/8e16dd48/Luis-Sinisterra
Philip Billing,dk DEN,MF,28.0,10,1,184.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.7,3.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.28,0.54,0.82,0.28,0.82,Matches,Bournemouth,/en/players/d328a254/Philip-Billing
Max Aarons,eng ENG,DF,24.0,3,1,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/774cf58b/Max-Aarons
Daniel Jebbison,eng ENG,FW,20.0,16,0,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2,1.2,4.0,3.0,16.0,0.76,0.0,0.76,0.76,0.76,0.75,0.15,0.9,0.75,0.9,Matches,Bournemouth,/en/players/03edb878/Daniel-Jebbison
Ben Winterburn,eng ENG,"MF,FW",19.0,4,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/ba31eee2/Ben-Winterburn
Julio Soler,ar ARG,"DF,FW",19.0,3,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/98c8559a/Julio-Soler
Remy Rees-Dottin,eng ENG,FW,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/1db75ccb/Remy-Rees-Dottin
Zain Silcott-Duberry,ms MSR,FW,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/2f5fa231/Zain-Silcott-Duberry
Daniel Adu-Adjei,eng ENG,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/2093823e/Daniel-Adu-Adjei
Matai Akinmboni,us USA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/cfed08d5/Matai-Akinmboni
Jaidon Anthony,eng ENG,"FW,MF",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/e4238fb1/Jaidon-Anthony
Will Dennis,eng ENG,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/d8edc4be/Will-Dennis
Archie Harris,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/8eab81d9/Archie-Harris
Hamed Junior Traorè,ci CIV,"FW,MF",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/570bb4b9/Hamed-Junior-Traore
Callan Mckenna,sct SCO,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/9d316492/Callan-Mckenna
Dominic Sadi,eng ENG,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/54778940/Dominic-Sadi
Maxwell Wellings,eng ENG,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/ed46ab76/Maxwell-Wellings
Squad Total,,,25.1,38,418,3420.0,38.0,57.0,41.0,98.0,51.0,6.0,7.0,97.0,3.0,64.0,58.5,43.8,102.3,754.0,1489.0,1474.0,1.5,1.08,2.58,1.34,2.42,1.68,1.15,2.84,1.54,2.69,,Bournemouth,
Opponent Total,,,26.4,38,418,3420.0,38.0,46.0,36.0,82.0,42.0,4.0,4.0,94.0,5.0,48.5,45.3,36.5,81.8,685.0,1295.0,1280.0,1.21,0.95,2.16,1.11,2.05,1.28,0.96,2.24,1.19,2.15,,Bournemouth,
Bruno Fernandes,pt POR,MF,29.0,36,35,3018.0,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,9.9,7.6,8.5,16.1,77.0,325.0,129.0,0.24,0.3,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,Matches,Manchester United,/en/players/507c7bdf/Bruno-Fernandes
André Onana,cm CMR,GK,28.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,/en/players/e9c0c1b2/Andre-Onana
Noussair Mazraoui,ma MAR,DF,26.0,37,34,2838.0,31.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.5,2.2,42.0,115.0,58.0,0.0,0.03,0.03,0.0,0.03,0.02,0.05,0.07,0.02,0.07,Matches,Manchester United,/en/players/b74277a0/Noussair-Mazraoui
Diogo Dalot,pt POR,DF,25.0,33,31,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,4.1,62.0,103.0,168.0,0.0,0.1,0.1,0.0,0.1,0.07,0.07,0.13,0.07,0.13,Matches,Manchester United,/en/players/d9565625/Diogo-Dalot
Matthijs de Ligt,nl NED,DF,24.0,29,25,2123.0,23.6,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.5,2.5,0.3,2.8,7.0,55.0,6.0,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.12,0.1,0.12,Matches,Manchester United,/en/players/d6e53a3a/Matthijs-de-Ligt
Alejandro Garnacho,ar ARG,"MF,FW",20.0,36,23,2199.0,24.4,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,7.3,7.3,4.5,11.8,141.0,56.0,290.0,0.25,0.08,0.33,0.25,0.33,0.3,0.19,0.48,0.3,0.48,Matches,Manchester United,/en/players/7aa8adfe/Alejandro-Garnacho
Rasmus Højlund,dk DEN,FW,21.0,32,23,2004.0,22.3,4.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,5.3,5.3,1.8,7.1,28.0,18.0,101.0,0.18,0.0,0.18,0.18,0.18,0.24,0.08,0.32,0.24,0.32,Matches,Manchester United,/en/players/491a433d/Rasmus-Hojlund
Manuel Ugarte Ribeiro,uy URU,MF,23.0,29,22,1785.0,19.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,1.0,1.0,1.1,2.1,16.0,61.0,20.0,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,Matches,Manchester United,/en/players/c9817014/Manuel-Ugarte-Ribeiro
Amad Diallo,ci CIV,"MF,FW",22.0,26,20,1901.0,21.1,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,4.7,4.7,4.9,9.6,109.0,60.0,200.0,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45,Matches,Manchester United,/en/players/9dc96f10/Amad-Diallo
Lisandro Martínez,ar ARG,DF,26.0,20,20,1751.0,19.5,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,1.3,1.3,1.1,2.4,23.0,117.0,7.0,0.1,0.05,0.15,0.1,0.15,0.07,0.06,0.13,0.07,0.13,Matches,Manchester United,/en/players/bac46a10/Lisandro-Martinez
Harry Maguire,eng ENG,DF,31.0,27,19,1758.0,19.5,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.8,1.8,0.6,2.4,7.0,51.0,7.0,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.12,0.09,0.12,Matches,Manchester United,/en/players/d8931174/Harry-Maguire
Kobbie Mainoo,eng ENG,MF,19.0,25,19,1651.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.6,2.3,22.0,65.0,47.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,Matches,Manchester United,/en/players/c6220452/Kobbie-Mainoo
Casemiro,br BRA,MF,32.0,24,18,1494.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.9,1.9,2.3,4.2,4.0,84.0,28.0,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,Matches,Manchester United,/en/players/4d224fe8/Casemiro
Joshua Zirkzee,nl NED,"FW,MF",23.0,32,14,1402.0,15.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.8,4.8,1.5,6.3,14.0,44.0,69.0,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,Matches,Manchester United,/en/players/028e70b9/Joshua-Zirkzee
Leny Yoro,fr FRA,DF,18.0,21,12,1165.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,19.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Manchester United,/en/players/6763f716/Leny-Yoro
Marcus Rashford,eng ENG,"FW,MF",26.0,15,12,978.0,10.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,1.7,1.7,2.1,3.8,20.0,21.0,79.0,0.37,0.09,0.46,0.37,0.46,0.16,0.19,0.35,0.16,0.35,Matches,Manchester United,/en/players/a1d5bd30/Marcus-Rashford
Christian Eriksen,dk DEN,MF,32.0,23,11,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,1.4,0.6,3.2,3.8,13.0,55.0,29.0,0.08,0.17,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,Matches,Manchester United,/en/players/980522ec/Christian-Eriksen
Patrick Dorgu,dk DEN,DF,19.0,12,10,842.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.4,0.4,0.7,1.2,41.0,34.0,83.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.12,0.05,0.12,Matches,Manchester United,/en/players/e6536124/Patrick-Dorgu
Mason Mount,eng ENG,MF,25.0,17,8,622.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.2,3.2,0.6,3.8,15.0,33.0,41.0,0.14,0.0,0.14,0.14,0.14,0.47,0.08,0.55,0.47,0.55,Matches,Manchester United,/en/players/9674002f/Mason-Mount
Victor Lindelöf,se SWE,DF,30.0,16,6,704.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,26.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Manchester United,/en/players/f5deef4c/Victor-Lindelof
Altay Bayındır,tr TUR,GK,26.0,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,/en/players/072e68ed/Altay-Bayindir
Luke Shaw,eng ENG,DF,29.0,7,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.7,7.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.19,0.01,0.19,Matches,Manchester United,/en/players/9c94165b/Luke-Shaw
Harry Amass,eng ENG,DF,17.0,5,4,346.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.02,0.02,Matches,Manchester United,/en/players/7b47100c/Harry-Amass
Jonny Evans,nir NIR,DF,36.0,7,3,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Manchester United,/en/players/f8fcd2a5/Jonny-Evans
Ayden Heaven,eng ENG,DF,17.0,4,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Manchester United,/en/players/64e17fab/Ayden-Heaven
Tyler Fredricson,eng ENG,DF,19.0,2,2,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester United,/en/players/58630379/Tyler-Fredricson
Tyrell Malacia,nl NED,DF,24.0,3,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester United,/en/players/6b6c793c/Tyrell-Malacia
Chidozie Obi-Martin,dk DEN,FW,16.0,7,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,Manchester United,/en/players/0c9bfc3b/Chidozie-Obi-Martin
Toby Collyer,eng ENG,MF,20.0,6,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester United,/en/players/4f9091bc/Toby-Collyer
Antony,br BRA,"DF,MF",24.0,8,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester United,/en/players/99127249/Antony
Scott McTominay,sct SCO,MF,27.0,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester United,/en/players/d93c2511/Scott-McTominay
Jayce Fitzgerald,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/462c5660/Jayce-Fitzgerald
Jack Fletcher,eng ENG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/38a6c944/Jack-Fletcher
Hubert Graczyk,pl POL,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/aa41418a/Hubert-Graczyk
Elyh Harrison,eng ENG,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/6175ebf8/Elyh-Harrison
Tom Heaton,eng ENG,GK,38.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/a6de6361/Tom-Heaton
Sekou Koné,ml MLI,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/dedb9d04/Sekou-Kone
Godwill Kukonki,eng ENG,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/30416cc3/Godwill-Kukonki
Dermot Mee,nir NIR,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/caa32820/Dermot-Mee
Jack Moorhouse,eng ENG,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/973d6049/Jack-Moorhouse
Ethan Wheatley,eng ENG,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester United,/en/players/5c368c88/Ethan-Wheatley
Squad Total,,,25.5,38,418,3420.0,38.0,42.0,29.0,71.0,38.0,4.0,4.0,86.0,3.0,52.6,49.4,39.7,89.1,697.0,1448.0,1433.0,1.11,0.76,1.87,1.0,1.76,1.38,1.04,2.43,1.3,2.35,,Manchester United,
Opponent Total,,,26.4,38,418,3420.0,38.0,52.0,36.0,88.0,49.0,3.0,4.0,71.0,3.0,53.8,50.8,38.4,89.2,672.0,1184.0,1172.0,1.37,0.95,2.32,1.29,2.24,1.42,1.01,2.43,1.34,2.35,,Manchester United,
Bernd Leno,de GER,GK,32.0,38,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,/en/players/2628fd2b/Bernd-Leno
Antonee Robinson,us USA,DF,26.0,36,35,3167.0,35.2,0.0,10.0,10.0,0.0,0.0,0.0,8.0,0.0,0.7,0.7,4.2,4.9,118.0,131.0,274.0,0.0,0.28,0.28,0.0,0.28,0.02,0.12,0.14,0.02,0.14,Matches,Fulham,/en/players/289601e6/Antonee-Robinson
Alex Iwobi,ng NGA,"FW,MF",28.0,38,35,2981.0,33.1,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,7.0,11.8,144.0,213.0,246.0,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36,Matches,Fulham,/en/players/6ca5ec4b/Alex-Iwobi
Calvin Bassey,ng NGA,DF,24.0,35,34,3074.0,34.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,0.1,1.2,39.0,116.0,15.0,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,Matches,Fulham,/en/players/a36524bf/Calvin-Bassey
Raúl Jiménez,mx MEX,FW,33.0,38,30,2494.0,27.7,12.0,3.0,15.0,9.0,3.0,3.0,4.0,0.0,12.0,9.6,3.3,12.9,35.0,62.0,125.0,0.43,0.11,0.54,0.32,0.43,0.43,0.12,0.55,0.35,0.47,Matches,Fulham,/en/players/b561db50/Raul-Jimenez
Joachim Andersen,dk DEN,DF,28.0,29,29,2583.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,0.5,1.5,16.0,112.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.04,0.05,Matches,Fulham,/en/players/e34fc66d/Joachim-Andersen
Saša Lukić,rs SRB,MF,27.0,30,28,2344.0,26.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,0.0,1.2,1.2,2.7,3.9,39.0,98.0,33.0,0.0,0.08,0.08,0.0,0.08,0.04,0.11,0.15,0.04,0.15,Matches,Fulham,/en/players/c6e8cf1f/Sasa-Lukic
Sander Berge,no NOR,MF,26.0,31,26,2224.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,29.0,124.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Fulham,/en/players/d0b6129f/Sander-Berge
Emile Smith Rowe,eng ENG,MF,24.0,34,25,2043.0,22.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,4.5,4.5,1.4,6.0,53.0,126.0,127.0,0.26,0.13,0.4,0.26,0.4,0.2,0.06,0.26,0.2,0.26,Matches,Fulham,/en/players/17695062/Emile-Smith-Rowe
Andreas Pereira,br BRA,MF,28.0,33,25,2013.0,22.4,2.0,4.0,6.0,2.0,0.0,1.0,7.0,0.0,3.8,3.0,4.6,7.6,29.0,104.0,81.0,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34,Matches,Fulham,/en/players/6639e500/Andreas-Pereira
Kenny Tete,nl NED,DF,28.0,22,21,1774.0,19.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.4,1.4,0.9,2.3,34.0,63.0,54.0,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,Matches,Fulham,/en/players/77d7c96f/Kenny-Tete
Adama Traoré,es ESP,"FW,MF",28.0,36,18,1772.0,19.7,2.0,7.0,9.0,2.0,0.0,0.0,3.0,0.0,4.0,4.0,4.9,8.9,100.0,68.0,161.0,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,Matches,Fulham,/en/players/9a28eba4/Adama-Traore
Timothy Castagne,be BEL,DF,28.0,24,17,1649.0,18.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,1.2,1.6,17.0,62.0,67.0,0.0,0.05,0.05,0.0,0.05,0.02,0.07,0.09,0.02,0.09,Matches,Fulham,/en/players/197640fd/Timothy-Castagne
Issa Diop,fr FRA,DF,27.0,21,15,1339.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,6.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,Matches,Fulham,/en/players/a712ca2b/Issa-Diop
Harry Wilson,wls WAL,"FW,MF",27.0,25,12,1162.0,12.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,4.2,4.2,1.1,5.3,22.0,51.0,96.0,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,Matches,Fulham,/en/players/c6dc9ecd/Harry-Wilson
Rodrigo Muniz,br BRA,FW,23.0,31,8,964.0,10.7,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,5.8,5.8,0.7,6.5,6.0,27.0,31.0,0.75,0.09,0.84,0.75,0.84,0.54,0.07,0.61,0.54,0.61,Matches,Fulham,/en/players/a755db8c/Rodrigo-Muniz
Ryan Sessegnon,eng ENG,"FW,DF",24.0,16,7,580.0,6.4,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.6,1.6,1.1,2.7,18.0,22.0,59.0,0.62,0.31,0.93,0.62,0.93,0.25,0.17,0.42,0.25,0.42,Matches,Fulham,/en/players/6aa3e78b/Ryan-Sessegnon
Reiss Nelson,eng ENG,FW,24.0,11,5,487.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,1.0,2.1,45.0,35.0,63.0,0.18,0.18,0.37,0.18,0.37,0.2,0.18,0.39,0.2,0.39,Matches,Fulham,/en/players/c5bdb6e3/Reiss-Nelson
Jorge Cuenca,es ESP,DF,24.0,8,4,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Fulham,/en/players/0abc51f2/Jorge-Cuenca
